customer_id,name,age,state,income_bracket,credit_score_band,score,grade
39f42eae-cad6-4418-9468-5d788ce7b311,Denise Price,72,Nebraska,90k+,Good,687,D
17a520c0-41b8-4f8a-b280-1f0d92229fc5,Kenneth Martinez,41,Virginia,90k+,Very Good,780,A
f507119f-7b2e-484e-9fca-401d72c749c8,Ashley Williams,53,Kentucky,60k-90k,Good,735,B
0a68704b-7f98-4b34-8e72-e2b808259bb3,Jenny Walker,77,Arizona,90k+,Good,675,D
c232d3a2-d0eb-48bc-82cc-946378cdf916,Jeremy Reese,49,Kansas,<30k,Good,688,D
3a3c24da-a25d-4712-98c6-93371be71f8c,Gary Costa,27,New Mexico,90k+,Fair,587,G
383ed725-2d4e-45a6-99b7-1d6ae1f952b2,Natalie Guzman,74,Alaska,<30k,Good,691,C
5865209d-7852-48a3-803c-33eb13b6183e,Sylvia Drake,88,Missouri,30k-60k,Good,703,C
944ea4df-461d-414c-9917-48bc542d2c26,Wendy Soto,30,Texas,90k+,Very Good,799,A
529a8bfc-d529-46b4-833c-00289393ca86,Danielle Serrano,24,Arizona,60k-90k,Excellent,811,A
008d589b-c394-4144-9677-5e70c85d16a5,Brenda Hayes,87,Rhode Island,<30k,Fair,646,E
ed59efaa-d862-4a4b-9980-d1eaa039ea7e,Eric Hall,19,New Jersey,30k-60k,Good,721,B
5cbc5d69-ba5d-47df-94f2-130fdc5f7f30,Connie Kim,29,New Hampshire,<30k,Very Good,778,A
4f29a7ac-53e5-447c-b54c-a6be5352431e,Michael Sanders,48,Connecticut,30k-60k,Poor,309,G
6defc4cc-7d56-4962-b686-251d2d7500e3,Brittney Byrd,39,Texas,<30k,Fair,664,D
ef48aff9-0348-47ec-b445-fd16aa1bb50d,Lisa Mcmahon,70,Iowa,<30k,Excellent,818,A
cc4f19bc-6e36-4784-8134-a66fad7de6b6,Veronica Bullock,80,Massachusetts,30k-60k,Very Good,745,B
4e947865-6c62-42a1-89b6-923578a66564,Teresa Thompson,79,Kentucky,30k-60k,Very Good,753,B
029a02b8-9016-40f5-95ed-527ba19950b7,Benjamin Briggs,45,Kansas,60k-90k,Good,727,B
3a15bb1a-4df4-445a-852b-1f832f20349c,Ronald Smith MD,69,Maryland,30k-60k,Good,730,B
bd3d3176-b0a6-4a48-a6cc-c4f0b9d54e22,Patrick Smith,25,North Dakota,<30k,Excellent,830,A
b5188e50-ea95-4990-ab49-e014cad93d74,Sarah Mueller,39,Oklahoma,60k-90k,Good,691,C
0a8a57f0-8748-4380-88b4-337047adfbba,Jeremy Miller,66,Minnesota,60k-90k,Excellent,814,A
40c86726-7ee4-4b1e-ab3c-a2e45cf7e176,Blake Rowe,18,Illinois,90k+,Good,722,B
f1a2d195-20c3-40f3-9558-82e132e2d1ba,Austin Miller,67,Connecticut,60k-90k,Fair,656,E
56684ccc-f8a8-4092-b948-19ac1f5755f7,Carolyn Swanson,51,Kansas,30k-60k,Very Good,749,B
578a9163-9296-439f-bc34-f4352db940bb,Ashley Murphy,76,North Dakota,60k-90k,Very Good,790,A
8620ad1c-ff65-4437-bd8f-fbb9c1eeeb4e,Ashley Lewis,54,Kansas,<30k,Very Good,777,A
726ff2ce-d89c-47a2-993b-dc14b9e1c50b,Melissa Myers,72,Mississippi,90k+,Excellent,849,A
6c19acbf-6bcc-49ca-a81e-3b9846aed5b4,Curtis Carter,89,New Jersey,90k+,Very Good,751,B
474fe597-0444-49d8-8eb1-e01e8f12395f,Aaron Smith,80,New York,30k-60k,Very Good,779,A
b5143908-c34a-4516-9828-ece38a79b377,Mark Black,37,Florida,<30k,Good,735,B
56abeb00-47db-47f0-91a8-69a25efd6cae,Kimberly Alvarez,42,Oregon,60k-90k,Good,703,C
6d90c367-3bd7-435d-83d4-57564a1aead8,Kevin Marsh,55,Maryland,30k-60k,Good,691,C
b0d0eca1-3791-403e-8f0c-2f54fda4ba33,Aaron Lutz,45,Hawaii,90k+,Good,713,C
5f90fe22-7ed7-4e8a-a2b2-09128c25a5c3,Cynthia Jones,25,Delaware,30k-60k,Good,728,B
e26c7e1f-0872-4572-8c9d-7e61bd63e39b,Eric Wilson,92,Arkansas,<30k,Very Good,778,A
7b114850-6d26-492f-a8fa-547cfc02eb3b,Regina Guerrero,87,Utah,<30k,Good,678,D
defe387d-2eeb-4561-b9d6-54a1ddcb330d,Tammy Hoffman,25,Vermont,60k-90k,Good,699,C
73b69645-d482-4ee7-b855-5eb450fd9315,Thomas Robinson,58,California,60k-90k,Excellent,824,A
a7bc6d37-89c3-4444-b42d-8b48f51a418f,Kimberly Cain,25,Washington,60k-90k,Good,719,C
c4b7cb61-c9c1-4ad3-ab35-e84229fd4341,Jill Parker,24,Alaska,30k-60k,Excellent,808,A
3366b8dc-3775-4b51-88e9-c41e874d5b98,Barry Rodriguez,92,New Mexico,60k-90k,Very Good,746,B
b4dacce6-0afa-4ed3-9818-395640b2a647,Deanna Booker,79,South Carolina,30k-60k,Very Good,741,B
7c4cce00-61b9-427f-9373-7ca62cfed733,Joshua Ellis,82,West Virginia,60k-90k,Good,695,C
fe0b6c3f-8049-41e4-b95b-feceb1dbffaf,Rebecca Hardin,85,Pennsylvania,30k-60k,Good,736,B
dde4d330-e88a-4c53-80bc-e1548964f865,Amber Mccann,38,Hawaii,90k+,Good,734,B
f06dceb2-c943-45dd-9e59-8e72695c34a3,Ms. Jasmine Warner MD,25,North Dakota,<30k,Poor,514,G
a664aaac-faee-4874-9a3d-d6e9637b911e,Christopher Ramos,83,Idaho,60k-90k,Excellent,809,A
e3e487c0-fcc2-40a2-80be-a936b6bd36f5,Kelsey Snyder,28,New Hampshire,90k+,Very Good,778,A
a2d4b363-130e-4dc4-9c02-e456d07abb6f,Adam Kemp,41,Rhode Island,60k-90k,Poor,349,G
f75115cc-3b7e-479b-bf39-6eec338dabef,Richard Soto,26,Maine,90k+,Very Good,751,B
e4c45a5c-d441-42f8-ad17-2dae04c129fc,Patrick Smith,94,Nebraska,30k-60k,Very Good,770,A
89291611-e4a3-474a-8472-5f0582df432f,Angel Baker,26,Colorado,90k+,Very Good,797,A
8950c9f8-a5ba-4e63-8ec9-06f62e751607,Jacqueline Collins,48,Pennsylvania,30k-60k,Good,674,D
9a7d1e76-6650-45f5-b914-5774f0586109,Larry Rivera,69,Maryland,90k+,Fair,648,E
f58490a0-76ed-4d53-836f-e01470bc4994,Lisa Phillips,33,Kentucky,30k-60k,Good,734,B
59de96d0-1ec3-4026-81c3-9f96c61123ad,Michael Young,90,New Mexico,60k-90k,Very Good,788,A
3f9fc59b-fec0-4543-ac41-f44166833ab7,Roberto Martin,49,California,30k-60k,Good,685,D
39cc226b-d863-4712-9d6a-5f90cbd890ee,Christopher Lee,92,Oklahoma,30k-60k,Very Good,745,B
c7252067-0ffb-41f5-a634-f0ff7274faf7,Alexandra Schmidt,94,Kansas,30k-60k,Excellent,830,A
1d9aa719-4b6a-4e21-9cb8-c451feb626ca,Jacob Carroll,23,Oregon,90k+,Good,686,D
1601fd41-7c61-4ede-8424-f984bed20f4f,Lisa Parker,97,Illinois,60k-90k,Very Good,797,A
a5a59da2-34d1-4ff3-ae75-17179bad7a74,Linda Allison,28,California,30k-60k,Good,739,B
1740071e-c867-4b4e-bffb-08adf9a6b31b,Daisy Richardson,71,Arizona,<30k,Very Good,792,A
87c093d1-d0b8-4a08-a46c-33241cccd15d,Donna Abbott,92,Arkansas,<30k,Very Good,740,B
55679986-ba83-46b6-8fae-0cc8b9500b6f,Michele Stevenson,90,Washington,30k-60k,Good,725,B
d73bf58b-ba4a-4d21-b4b6-47491dd35c04,Kimberly Cox,84,Wisconsin,60k-90k,Very Good,773,A
7bf13a0a-9865-4f42-85e2-7822e22d041a,Shannon Wilkinson,58,North Dakota,30k-60k,Good,723,B
3ba3c6a7-98b7-4ed5-b8a1-fa6229051ece,Amanda Peterson,51,Maryland,<30k,Fair,627,F
c11b7669-eec8-4efb-bcdb-229d834a1ccf,Martin Small,44,Oklahoma,<30k,Very Good,795,A
fca55acf-03d7-495c-91ad-33a303d519ae,Casey Brown,58,Maine,90k+,Fair,585,G
715c5910-c455-40fa-b9dc-9e78ea8298e7,Jessica Sutton,48,Minnesota,60k-90k,Excellent,844,A
84cb87a6-5853-4b93-b971-290edd2f74ff,Sheila Chandler,51,Illinois,60k-90k,Excellent,833,A
4c6628e0-01ea-48da-9101-1e634bd0b657,George Hicks,68,Alaska,30k-60k,Excellent,827,A
6af3f846-f133-4573-b0f4-0a4196ecc067,Ashley Gutierrez,34,Delaware,90k+,Very Good,754,B
aba1f15b-9640-4021-853e-01cbdb19128d,Molly Collins,56,Kansas,90k+,Excellent,830,A
3e593501-3c55-459f-9785-ae257a2d6b23,Peter Thompson,76,Tennessee,30k-60k,Fair,628,F
1ed9e35b-293e-45c7-8f1d-404e384375c1,Jonathan Anderson,58,Maine,90k+,Excellent,822,A
5a94c8c6-e631-4043-9fa9-4ad0e79a09cd,Seth Romero,27,Montana,<30k,Poor,350,G
797fe4ca-e2d5-4161-8058-b9e6ecfdadd8,April Shaw,19,California,30k-60k,Poor,517,G
c4775b93-ad07-4504-b412-0655111e1e85,Colton Stewart,76,Nebraska,30k-60k,Fair,597,G
7c054cea-dae8-4b86-93f8-676c92ef439e,Megan Byrd,97,Arizona,<30k,Very Good,756,B
17e77406-6c3f-45a6-937d-fe5e9b6528a5,Laurie Koch,90,Massachusetts,60k-90k,Fair,641,E
77b1d902-45be-4588-aba1-3e7343f08739,Emma Wilkins,30,North Carolina,<30k,Fair,609,F
6c75138e-978b-4c98-a336-28d6f21956e1,Steven Donaldson,27,Wyoming,30k-60k,Good,680,D
382dd943-13ae-4f65-9b0c-cd49c4b0dc6b,Sarah Cunningham,86,Mississippi,90k+,Good,706,C
395d3cb1-7f0c-4dd7-aeb2-f3e091650862,Sarah Galvan MD,45,Indiana,30k-60k,Fair,656,E
57dad462-8a3b-48d7-9112-a4bfed9ea198,Peter Barber,82,Missouri,60k-90k,Very Good,796,A
351c3ce4-04ba-440f-9996-fde0df08d95e,Mary Harris,51,Wisconsin,<30k,Excellent,834,A
b6e4ddd2-c871-4f3e-90e4-86097d2f19bb,Karen Velasquez,34,Tennessee,30k-60k,Excellent,826,A
8e1f1a92-c44b-4820-8d06-e43506c73f0e,Jeremiah Smith,62,Idaho,<30k,Very Good,756,B
bbf8bc23-c8a0-4bd1-87a0-84eca748c0d6,Richard Jones,26,West Virginia,30k-60k,Poor,396,G
af92a698-21a7-4308-9750-da79791ffaaa,Allison Bates,49,Wisconsin,60k-90k,Very Good,740,B
b335c447-8001-4a1e-8414-7c6109704583,Alicia Fitzgerald,65,Delaware,90k+,Good,670,D
b0d8e557-6852-49fc-a594-0d98d31f0918,Sandra Cole,54,Tennessee,60k-90k,Poor,567,G
08332aec-bf99-4a46-a427-727b0a9ff784,Matthew Chaney,38,Kansas,60k-90k,Very Good,747,B
39dbcc0f-048b-4c3b-ba12-4a57cef11016,Jasmine Humphrey,74,Indiana,60k-90k,Very Good,773,A
75449832-dcfb-447c-b771-ad9382f82d23,Leah Wong,87,Oregon,60k-90k,Good,670,D
e7f400cb-57d0-4798-a037-45a11c5fcc90,Zachary Bradley,56,North Dakota,60k-90k,Very Good,764,A
b6b8989e-1f61-497d-ab50-a4c4e5083817,Alicia Williams,96,Tennessee,60k-90k,Very Good,781,A
185d3bfd-66ad-472e-b53c-56445f430873,Matthew Murphy,85,North Dakota,<30k,Good,696,C
2557a5a9-2dda-4449-b935-786401f40aa2,Nancy Wilson,19,New Jersey,30k-60k,Excellent,844,A
0a406f5a-208e-4abf-82a8-896b316413be,Emily Young,88,Oregon,90k+,Fair,620,F
de9e5dd8-6537-4e70-8f9c-41606811537f,Danielle Snyder,56,New Jersey,90k+,Excellent,826,A
63d463f0-acab-4f88-9a9c-f9e5ec7466fd,Mrs. Adrienne Lee,31,South Dakota,30k-60k,Very Good,763,A
35420f98-11b1-435a-a2a9-ec9dae3db3c4,Eileen Smith,35,Colorado,<30k,Good,683,D
ae1368b8-aeb9-46a9-9b49-a2c1e8abd91f,William Nguyen,51,Rhode Island,<30k,Very Good,749,B
c59e1176-dc64-484c-b1ca-a55842ec758e,Denise Walker,32,Kentucky,60k-90k,Good,724,B
ff4d63c1-91a4-42e5-97fa-ed04abf75eea,Danielle Goodman,31,Maryland,<30k,Good,702,C
c1e4ef8a-e988-48df-9734-f5b9b3e1096a,Nicholas Todd,88,Oklahoma,60k-90k,Very Good,756,B
6ac664a6-4f53-4122-aa88-1e96995b5de1,Edward Johnson,37,Hawaii,90k+,Fair,648,E
09d6e8b5-356c-4fe1-8f06-89a2de94978d,Stephen Cooley,52,Connecticut,<30k,Excellent,827,A
99e4b13b-ba90-4a5d-b426-e1765118f851,Sarah Morgan,54,Indiana,60k-90k,Good,716,C
b0eceee1-97b9-4763-bcc1-52b05f5a916b,Emily Brown,95,Georgia,30k-60k,Good,705,C
5b018b58-537d-44c3-a245-3aac384d2674,William Kelley,44,West Virginia,30k-60k,Very Good,783,A
d6386612-32e5-410f-9db0-e1bce2074c7c,Arthur Sims,61,New York,<30k,Good,720,B
166fca4e-deea-4a13-9132-1e2e53734019,Anthony Brown,44,Michigan,30k-60k,Excellent,848,A
ba4e454d-9df2-4c6c-bc29-5b79cb1636f8,Kristina Howard,99,Nebraska,30k-60k,Fair,606,F
df1a7324-2f68-49fb-94a8-f8ad87a90e9f,Summer Smith,51,Illinois,90k+,Excellent,826,A
0d79c99f-be5f-4e0a-9706-916343939a84,Christian Bailey,82,Kansas,60k-90k,Very Good,775,A
5fdcd49e-f0ec-4084-8c5c-7432c9c4598b,Michael Smith,80,Maryland,90k+,Poor,547,G
5f90f9de-ad35-4fd5-afd5-df23e558eeae,Brittany Wilson,50,Alaska,<30k,Good,692,C
b463bb4b-1162-47cd-a2c1-92cd85a7e918,Christina Hall,24,Montana,90k+,Good,717,C
556ea9ce-b9c7-474e-9fb8-d131e2a87817,Brenda Reeves,29,Rhode Island,<30k,Good,731,B
df132dcd-3ec3-4b51-a4fa-cc98600315f3,Roger Williams,99,Mississippi,<30k,Very Good,756,B
e3b81c75-8045-42af-bfbd-b7b85c9d1c4c,Lisa Sloan,72,New Hampshire,30k-60k,Very Good,759,B
ab81815d-5bd2-4543-8835-f677d3da4e6d,Jennifer Mahoney,53,Wyoming,30k-60k,Fair,653,E
40e995ca-85da-4b9c-a7e8-2cc62888c2b1,Tyler Moreno,23,Virginia,60k-90k,Excellent,822,A
eeebaff2-be23-4b1a-9eb2-c4ab54b96c9a,Rachael Jones,18,Maryland,30k-60k,Very Good,789,A
61ba2414-4f2b-45fc-8a2a-74dee777b09c,Jill Johnson,60,Montana,<30k,Good,720,B
914cc126-0e19-4324-9b94-b2694fc1eedf,Patricia Tran,34,Wyoming,60k-90k,Excellent,847,A
a51f239c-f11f-4817-b167-1d213846ab38,Elijah Cooper,99,Nebraska,30k-60k,Excellent,808,A
602bf3f0-ee22-45b4-8098-716914817038,Kayla Torres,51,Maryland,<30k,Excellent,842,A
2c8b468b-fc08-4f3e-a067-5bc64876dfa2,Heather Johnson,38,Alaska,60k-90k,Excellent,807,A
6116ec31-ae5c-4683-ae80-629872d2e64a,Lauren Henderson,74,New York,60k-90k,Good,699,C
4725acbf-92f2-4a81-a5e6-b3a5fa466fd9,Janet Little,88,Montana,60k-90k,Excellent,828,A
32cb46d4-5222-46f6-91b4-c84296e6ff9f,Krista Hart,72,Colorado,30k-60k,Very Good,790,A
c1a472ee-3fa2-4e63-aeae-81dda5da13b0,Laurie Marsh,89,South Dakota,<30k,Very Good,784,A
96888f89-3b48-4a2f-bd4b-ea1cf11b25ba,Logan Benson,19,Massachusetts,90k+,Good,690,C
aa235633-1539-459c-a2a6-6b7c7ace0de3,Crystal Flores,32,Missouri,<30k,Excellent,806,A
b212e5cc-8e0b-42a7-ba13-7c3b2baa505d,Shannon Price,27,Arkansas,<30k,Very Good,753,B
368d9313-775b-4c45-8f3f-9acf0b00a6cb,Pamela Lane,37,Connecticut,90k+,Good,735,B
331c3d2d-f975-4980-ac8c-a1a50d53fe83,Tracie Murray,87,South Dakota,90k+,Very Good,765,A
f26aacf6-66eb-4fc0-90d1-1fe9749319a9,Briana Ray,22,Georgia,90k+,Very Good,790,A
7db23b30-a7a5-40dd-b7af-28b913913c37,Andrew Daniel,65,Utah,30k-60k,Fair,623,F
44057426-18bf-4091-874a-b9d7e6dac887,Lori Brock,92,Montana,<30k,Excellent,835,A
dab29118-426b-49c8-a734-5647f2d070a3,Jennifer Palmer,88,Colorado,30k-60k,Poor,326,G
f2f0a1a1-6df8-430b-b70d-e8b193c0ca28,Brad Lucas,36,New York,30k-60k,Good,690,C
5eb6f5ca-bf0b-45f2-b1a9-3baf93a007aa,Jeremy Waters,73,Rhode Island,<30k,Fair,629,F
762392c1-a4e3-4185-b762-acc2ff51d53c,Brent Allen,34,New Mexico,60k-90k,Excellent,840,A
11e6b752-1f4c-49e4-a8f5-beb1ab6b7983,Jack Klein,23,Utah,<30k,Excellent,800,A
0cefc3ec-4c5f-4c01-a0f4-f953045d426c,Leah Ruiz,57,Nebraska,60k-90k,Excellent,805,A
bb43a9fe-5c13-4d60-97c8-22dcc7179905,Joseph Lee,64,Colorado,60k-90k,Good,688,D
50a92ecb-a131-4065-b507-24418ca712f9,Joseph Johnson,23,Oregon,30k-60k,Very Good,770,A
701bc2dc-b674-4a17-a44a-85825b7bf3ae,Linda Combs,63,Connecticut,30k-60k,Very Good,799,A
0aaa2f19-02fd-4869-94bd-401c8f5972cb,Matthew Lewis,44,Texas,60k-90k,Excellent,838,A
88a4eb76-69ed-40d6-82ae-50fca931fcca,Albert Martinez,49,Tennessee,30k-60k,Very Good,767,A
32b0a62e-f529-434f-9ea3-332f97bfd99a,Ashley Scott,31,Utah,30k-60k,Very Good,745,B
202b8d3f-0cc8-47af-b0dd-70a8482a90f8,Noah Conley MD,63,South Carolina,<30k,Good,678,D
65e274b0-94a0-40f5-afa7-53ffeed2e41d,Edward Hayes,89,Mississippi,30k-60k,Very Good,756,B
f43c31c0-c39f-4af2-8a2a-c33560899cef,Christopher English,70,Colorado,30k-60k,Very Good,754,B
859f76cc-32a6-46f0-a89b-b4be16941ea4,Benjamin Miller,97,Texas,30k-60k,Very Good,763,A
69ae0c88-1249-4c18-83f2-9c1809194bca,Jesus Bowen,37,Colorado,60k-90k,Fair,590,G
2248575f-cea5-4173-9ddf-d2d568e3f05e,Michael Hill,48,Missouri,30k-60k,Very Good,778,A
40a5dae7-fcaa-415f-b512-2327a53db9d6,Mary Grant,38,Wisconsin,30k-60k,Good,674,D
bdc9f7d8-be25-43c7-8f46-9dcd21722410,Amanda Wells,40,Maine,90k+,Fair,629,F
0d202065-aa4d-421e-b8e0-eb25202b2e72,Daniel Sherman,70,California,<30k,Good,721,B
48d5e978-205c-47ea-a57f-ef0d7a252d64,Stacey Phillips,21,Washington,90k+,Fair,658,E
184ad713-a82b-4379-bd38-01bf3caba9ff,Shannon Young,40,Tennessee,30k-60k,Very Good,781,A
000adcf3-5fcc-42aa-9dce-0d513edaea97,John Nichols,60,Delaware,60k-90k,Very Good,773,A
d7e9a329-d430-4503-83ff-c9240f8abfa1,Mark Martinez,70,Kentucky,30k-60k,Very Good,758,B
addf136c-70cd-4d3c-bbc4-70a94bbf5343,Jennifer Riley,49,New Mexico,30k-60k,Excellent,845,A
be160621-1158-422a-ac72-1e3655c78f8d,Travis Buckley,52,Tennessee,<30k,Good,677,D
c31eab19-92ef-4fe1-bdea-89e2484326bb,Pamela Johnson,38,Florida,30k-60k,Very Good,789,A
580ebc9d-1b01-4211-9861-775b1c81293e,Cathy Zimmerman,31,New Jersey,30k-60k,Very Good,792,A
f712958c-409a-4798-9e24-fb911f3b1961,Robert Perez,66,New Hampshire,<30k,Good,692,C
3e34a51f-bf98-412c-8a8f-92adeb76bfd5,Jason Young,22,Minnesota,90k+,Good,733,B
c9cb2e6f-a04d-4553-97bb-01b1f48ccaa1,Jonathan Brown,78,Minnesota,60k-90k,Very Good,768,A
3b2ce8bb-ef76-4e24-a7b1-73aefb3186cf,Joshua Aguirre,46,Arizona,<30k,Good,671,D
564421f4-d6ba-4d0a-82e9-bf8edebf7e80,John Decker,43,Florida,90k+,Fair,605,F
2577214d-5105-41ff-85bd-1b0c6a61aa38,Brittney Brown,76,Idaho,<30k,Very Good,794,A
a252f66c-225e-409e-8754-0a2973410da3,Alec Jackson,62,Vermont,60k-90k,Good,736,B
54d3339f-37b7-4a3c-ae33-600c1d2194bb,Samantha Weiss,57,Pennsylvania,60k-90k,Very Good,758,B
e5ad637e-2c8e-47bd-8eb5-c998e0c9d0ac,Kathleen Mcdowell,47,Michigan,<30k,Good,694,C
bd418a20-8be9-4096-9818-f930a70a69f1,Alexandria Patterson,46,Virginia,90k+,Good,674,D
f3dcf04b-7262-46bb-ad3b-bbf8e931895b,Margaret Hayes,21,North Carolina,30k-60k,Fair,656,E
302efda5-8bbe-40ba-942f-f0df56bbe387,Amber Medina,42,California,90k+,Good,735,B
352b1485-34d3-4f94-959a-420edb62ccb0,April Miller,69,Pennsylvania,60k-90k,Good,736,B
c43f523a-c0b5-4637-a1c9-f7bf596a997a,Nicole Garcia,60,Oklahoma,<30k,Very Good,784,A
6cabf039-14c1-4e89-9984-9230ade6bcf4,Luis Warner,53,Florida,<30k,Fair,609,F
35b10133-6600-414a-b5b6-380e5054f7dc,Mr. John Ashley,26,Utah,30k-60k,Good,691,C
693cd893-8301-46f6-b703-8faa84027a52,Brandon Stout,53,Idaho,<30k,Good,674,D
63de7d2e-441f-4772-ada8-65e47449986f,Christopher Simon,62,Texas,<30k,Fair,626,F
c35b544c-09d1-4a3a-87b9-e83dc1673955,Victoria Cox,83,New Mexico,90k+,Excellent,815,A
75bbffff-ebe5-452a-88af-aaca912bcb65,Alexander Swanson,69,South Dakota,<30k,Good,670,D
8d6fd914-73e5-45f7-959b-aac834b2d6ca,Gabriel Kane,86,Delaware,90k+,Very Good,750,B
53d916ed-6554-4c81-ac83-4f63f76d8e89,Brenda Henderson,60,Utah,60k-90k,Fair,591,G
943e37b8-b410-4f0e-8db8-900daec97e56,Jill Thompson,21,Mississippi,30k-60k,Fair,615,F
9a9fb476-9c6c-4d43-841a-4aaa5aa21149,Kristina Hinton,32,North Dakota,60k-90k,Good,721,B
6d757735-6a56-4736-8eb7-3d3889e30043,Adrian Cruz,51,Oklahoma,60k-90k,Very Good,762,A
d41c6dca-68da-4ec4-8c92-e825dbf0f16d,Reginald Hill,40,Pennsylvania,60k-90k,Very Good,782,A
2ed405b7-9760-43e0-a7cb-6af7dd0ac324,Charles Hamilton,92,Texas,90k+,Fair,630,E
16682824-d8b4-4757-a520-003953eaf444,Jeffrey Weaver,51,Washington,60k-90k,Fair,631,E
dd4fd5ef-f8bd-4541-955a-63ea5f53b1ed,Edward Hughes,22,Louisiana,90k+,Very Good,777,A
3abcc35c-42ab-4b22-9ce8-e14f1eece205,John Jones,31,Indiana,30k-60k,Very Good,752,B
48b66a43-d91c-4902-9257-f3e6015513bb,Daniel Martinez,94,Rhode Island,90k+,Very Good,773,A
d3af179d-d785-4aa4-81df-5568baa67fa2,Amy Lee,73,Nebraska,30k-60k,Excellent,800,A
399698d2-c58d-4abe-985c-1bd48696369c,Traci Kerr,62,Mississippi,30k-60k,Poor,335,G
0fcc9437-31b8-471d-817b-3db050dc0b5c,Beth Wong,58,Massachusetts,30k-60k,Good,681,D
685bb5c0-bb7f-406e-8df8-3695903235c9,Deborah Mclaughlin,73,Utah,60k-90k,Very Good,775,A
c751b2b9-9abd-487a-b5b4-367df9836fb8,Victor Richardson,95,Alabama,90k+,Very Good,758,B
93de01f7-404c-4d20-990a-d9bc67b3a992,Michael Rivera,83,Washington,60k-90k,Very Good,786,A
ca32c508-d91b-472f-a561-0fc58b1824cf,Jennifer Branch,32,Rhode Island,30k-60k,Excellent,835,A
95e8594a-b243-48b8-97cb-f6e665371fbb,Albert Duncan,67,Ohio,<30k,Good,714,C
c9ff0e71-f758-4558-8257-9bdc326bf1b1,Jamie Hoffman,91,Maryland,30k-60k,Very Good,762,A
7952b48e-895f-437c-9ccd-b26bc12691a6,Thomas Mendez,42,New Mexico,<30k,Very Good,792,A
c0936d1d-964d-40ed-bfd3-0094060198a0,Elizabeth Adams,50,Vermont,30k-60k,Fair,615,F
62aa7d6d-c6b9-4408-9bfe-f589b9bc779f,Adrian Mack,23,Kentucky,30k-60k,Good,698,C
a7bbaf12-0505-4c4f-9a10-8937e84cf707,Mrs. Ann Mejia,73,Massachusetts,60k-90k,Good,694,C
d26b7902-6f77-4dd9-b01a-f8aec2d34339,Sandra Dominguez,18,West Virginia,90k+,Fair,638,E
40c1fef4-fd90-41f9-8f1d-d2c7422138bc,Allison Thompson,84,West Virginia,<30k,Fair,631,E
c00dedf7-a1d1-4115-88a3-b89f121f65b5,James Wyatt,86,Minnesota,60k-90k,Good,670,D
f18c555a-f262-4019-ad6b-7744fd115823,Joshua Marshall,43,Indiana,30k-60k,Good,703,C
7cc6a75b-f0ad-40fd-a19e-6dceb8cfab03,Andrea Allen,64,Mississippi,60k-90k,Very Good,751,B
d9067e93-c9ef-4cd1-b7b9-126f445735e2,David Ruiz,73,Hawaii,90k+,Good,722,B
38f1c639-5799-4b79-ac77-308ac3bfd00b,Jennifer Shields,26,Nebraska,60k-90k,Excellent,832,A
00ad09c2-e7a6-4b22-a5b5-80a053bf2060,Brandon Williams,60,Oregon,<30k,Very Good,746,B
fc1a6739-800e-45b3-a0c4-dc404f6083c4,Carlos Smith,97,Michigan,90k+,Good,679,D
c0f02518-2727-4798-a317-d6c9c1af7453,John Delgado,58,Maine,60k-90k,Very Good,772,A
f3380f8b-3f8b-47fa-bc90-c84183a0b813,Vanessa Lambert,33,Maryland,<30k,Good,707,C
ccc26a82-e3ab-4ec9-8081-4a25e5027caf,Robert Berg,56,West Virginia,60k-90k,Fair,623,F
b69a3494-1017-4acb-829a-5fa637d8a8be,Ryan Terry MD,82,Arkansas,60k-90k,Poor,359,G
46e97d1a-a759-4915-b74d-92e18ff54307,Barbara Miller,57,Hawaii,90k+,Good,735,B
32061e9f-5ede-435a-8ead-b2a5a3314946,Ann Krueger,70,Wyoming,30k-60k,Excellent,816,A
3891b1dd-b8e3-45d4-91a9-b94414a60e22,Marie Russell,59,Idaho,90k+,Good,738,B
0ec2777e-1d0c-4939-8a9c-23fd3014a3f6,Kelly Joseph,69,Washington,90k+,Excellent,850,A
4e9f79d5-d70b-4029-86aa-d76c3b7ee003,Karen Anderson,55,Maryland,90k+,Good,702,C
a7fca2b2-7705-44e4-8456-f7359e2560a3,James Harrell,88,Indiana,<30k,Good,726,B
6c474709-e5c3-47fe-a76c-0b8f16f0d340,Ronald Stanley,34,Delaware,60k-90k,Excellent,824,A
c886564c-1edd-4fa2-8ca1-3f4a6687fcac,Danielle Savage,42,Kentucky,<30k,Very Good,776,A
f0317b5c-95f9-4fe2-af22-ea222b651168,Jenna Pearson,71,West Virginia,60k-90k,Very Good,770,A
c642ed13-5967-488d-afdd-55dcd8dcc444,Anthony Walker MD,66,Wyoming,90k+,Good,701,C
872c5214-6c03-474f-9af9-9097b0460cc8,Jonathan Boyer,40,Wyoming,60k-90k,Very Good,788,A
38e1a61e-af4e-4fb7-902d-6f3281629931,Melanie Woods,96,Florida,60k-90k,Very Good,761,A
82d6c5a4-50cd-4ded-aa81-bf996f5d9d74,Paul Blevins,90,Missouri,30k-60k,Good,728,B
a5622c4a-5f2d-440b-89d7-b27e2800459c,Ashley Ramos,56,California,90k+,Fair,667,D
6cc3cd7b-c533-4395-890a-e1e244ba83c5,Brandon Austin,69,Hawaii,30k-60k,Good,728,B
